Subject,Point,Theta,R,V1,V2,V1:V2
S1,1,0.642834146,67.0793,i,NR,i.NR
S1,1,0.642834146,54.5902,a,NR,a.NR
S1,1,0.642834146,55.2726,i,R,i.R
S1,1,0.642834146,55.9623,u,R,u.R
S1,1,0.642834146,55.8445,a,R,a.R
S1,1,0.642834146,51.617,u,R,u.R
S1,1,0.642834146,55.4654,o,R,o.R
S1,1,0.642834146,54.9509,e,R,e.R
S1,1,0.642834146,50.49,e,R,e.R
S1,1,0.642834146,50.476,e,NR,e.NR
S1,1,0.642834146,56.0043,a,R,a.R
S1,1,0.642834146,57.1931,o,NR,o.NR
S1,1,0.642834146,51.2224,u,NR,u.NR
S1,1,0.642834146,56.3341,e,NR,e.NR
S1,1,0.642834146,62.2473,u,NR,u.NR
S1,1,0.642834146,62.784,a,NR,a.NR
S1,1,0.642834146,57.2719,i,NR,i.NR
S1,1,0.642834146,55.1121,a,NR,a.NR
S1,1,0.642834146,59.5723,i,R,i.R
S1,1,0.642834146,55.9881,u,R,u.R
S1,1,0.642834146,55.4625,a,R,a.R
S1,1,0.642834146,59.4979,u,R,u.R
S1,1,0.642834146,64.6581,o,R,o.R
S1,1,0.642834146,55.8387,e,R,e.R
S1,1,0.642834146,54.3105,e,R,e.R
S1,1,0.642834146,59.3625,e,NR,e.NR
S1,1,0.642834146,54.2391,a,R,a.R
S1,1,0.642834146,55.026,o,NR,o.NR
S1,1,0.642834146,55.0157,u,NR,u.NR
S1,1,0.642834146,55.7952,e,NR,e.NR
S1,1,0.642834146,62.7862,u,NR,u.NR
S1,1,0.642834146,59.5664,a,NR,a.NR
S1,1,0.642834146,64.3939,i,NR,i.NR
S1,1,0.642834146,57.5465,a,NR,a.NR
S1,1,0.642834146,59.3352,i,R,i.R
S1,1,0.642834146,52.1043,u,R,u.R
S1,1,0.642834146,51.2754,a,R,a.R
S1,1,0.642834146,53.7576,u,R,u.R
S1,1,0.642834146,61.6989,o,R,o.R
S1,1,0.642834146,56.7036,e,R,e.R
S1,1,0.642834146,57.157,e,R,e.R
S1,1,0.642834146,63.8595,e,NR,e.NR
S1,1,0.642834146,55.673,a,R,a.R
S1,1,0.642834146,51.2128,o,NR,o.NR
S1,1,0.642834146,50.6733,u,NR,u.NR
S1,1,0.642834146,56.2877,e,NR,e.NR
S1,1,0.642834146,51.6913,u,NR,u.NR
S1,1,0.642834146,56.3458,a,NR,a.NR
S1,1,0.642834146,55.2372,i,NR,i.NR
S1,1,0.642834146,57.8335,a,NR,a.NR
S1,1,0.642834146,63.537,i,R,i.R
S1,1,0.642834146,54.4091,u,R,u.R
S1,1,0.642834146,55.5781,a,R,a.R
S1,1,0.642834146,63.4472,u,R,u.R
S1,1,0.642834146,50.1285,o,R,o.R
S1,1,0.642834146,56.7375,e,R,e.R
S1,1,0.642834146,49.748,e,R,e.R
S1,1,0.642834146,57.637,e,NR,e.NR
S1,1,0.642834146,56.9156,a,R,a.R
S1,1,0.642834146,59.7166,o,NR,o.NR
S1,1,0.642834146,50.8058,u,NR,u.NR
S1,1,0.642834146,55.7584,e,NR,e.NR
S1,1,0.642834146,56.0168,u,NR,u.NR
S1,1,0.642834146,55.2895,a,NR,a.NR
S1,1,0.642834146,53.7694,i,NR,i.NR
S1,1,0.642834146,61.7011,a,NR,a.NR
S1,1,0.642834146,57.3499,i,R,i.R
S1,1,0.642834146,50.699,u,R,u.R
S1,1,0.642834146,51.6346,a,R,a.R
S1,1,0.642834146,58.8001,u,R,u.R
S1,1,0.642834146,51.695,o,R,o.R
S1,1,0.642834146,51.4101,e,R,e.R
S1,1,0.642834146,49.9158,e,R,e.R
S1,1,0.642834146,55.2755,e,NR,e.NR
S1,1,0.642834146,64.9357,a,R,a.R
S1,1,0.642834146,61.2933,o,NR,o.NR
S1,1,0.642834146,53.7113,u,NR,u.NR
S1,1,0.642834146,55.9042,e,NR,e.NR
S1,1,0.642834146,56.242,u,NR,u.NR
S1,1,0.642834146,50.1764,a,NR,a.NR
S1,1,0.642834146,60.6396,i,NR,i.NR
S1,1,0.642834146,54.2398,a,NR,a.NR
S1,1,0.642834146,57.2314,i,R,i.R
S1,1,0.642834146,53.1658,u,R,u.R
S1,1,0.642834146,55.5332,a,R,a.R
S1,1,0.642834146,52.345,u,R,u.R
S1,1,0.642834146,55.4073,o,R,o.R
S1,1,0.642834146,52.9354,e,R,e.R
S1,1,0.642834146,59.0643,e,R,e.R
S1,1,0.642834146,56.1154,e,NR,e.NR
S1,1,0.642834146,50.0476,a,R,a.R
S1,1,0.642834146,51.9688,o,NR,o.NR
S1,1,0.642834146,53.4367,u,NR,u.NR
S1,1,0.642834146,52.1065,e,NR,e.NR
S1,1,0.642834146,51.02,u,NR,u.NR
S1,1,0.642834146,50.9567,a,NR,a.NR
S2,1,0.638652081,62.9128,e,R,e.R
S2,1,0.638652081,63.417,a,NR,a.NR
S2,1,0.638652081,64.3313,u,NR,u.NR
S2,1,0.638652081,61.7976,a,R,a.R
S2,1,0.638652081,71.3363,e,NR,e.NR
S2,1,0.638652081,94.7546,u,R,u.R
S2,1,0.638652081,76.6408,i,R,i.R
S2,1,0.638652081,61.7247,i,NR,i.NR
S3,1,0.638652081,38.866,i,R,i.R
S3,1,0.638652081,39.368,u,R,u.R
S3,1,0.638652081,43.934,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,33.549,o,R,o.R
S3,1,0.638652081,37.013,e,R,e.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,41.792,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,36.842,i,NR,i.NR
S3,1,0.638652081,36.78,a,NR,a.NR
S3,1,0.638652081,36.842,i,R,i.R
S3,1,0.638652081,35.762,u,R,u.R
S3,1,0.638652081,39.228,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,40.599,o,R,o.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,43.257,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,33.471,i,NR,i.NR
S3,1,0.638652081,36.78,a,NR,a.NR
S3,1,0.638652081,36.842,i,R,i.R
S3,1,0.638652081,39.368,u,R,u.R
S3,1,0.638652081,39.228,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,40.599,o,R,o.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,42.196,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,31.988,i,NR,i.NR
S3,1,0.638652081,36.78,a,NR,a.NR
S3,1,0.638652081,36.842,i,R,i.R
S3,1,0.638652081,39.368,u,R,u.R
S3,1,0.638652081,39.228,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,35.762,o,R,o.R
S3,1,0.638652081,40.665,e,R,e.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,42.597,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,35.362,i,NR,i.NR
S3,1,0.638652081,36.78,a,NR,a.NR
S3,1,0.638652081,43.128,i,R,i.R
S3,1,0.638652081,39.368,u,R,u.R
S3,1,0.638652081,39.228,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,35.762,o,R,o.R
S3,1,0.638652081,41.027,e,R,e.R
S3,1,0.638652081,37.648,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,41.44,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,35.762,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,36.842,i,NR,i.NR
S3,1,0.638652081,36.78,a,NR,a.NR
S3,1,0.638652081,36.842,i,R,i.R
S3,1,0.638652081,39.368,u,R,u.R
S3,1,0.638652081,39.228,a,R,a.R
S3,1,0.638652081,39.228,u,R,u.R
S3,1,0.638652081,40.599,o,R,o.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,R,e.R
S3,1,0.638652081,36.842,e,NR,e.NR
S3,1,0.638652081,41.892,a,R,a.R
S3,1,0.638652081,35.762,o,NR,o.NR
S3,1,0.638652081,36.842,u,NR,u.NR
S3,1,0.638652081,37.135,e,NR,e.NR
S3,1,0.638652081,36.953,u,NR,u.NR
S3,1,0.638652081,36.842,a,NR,a.NR
S3,1,0.638652081,38.769,i,NR,i.NR
S3,1,0.638652081,40.895,a,NR,a.NR
S4,1,0.638652081,50.027,i,NR,i.NR
S4,1,0.638652081,50.027,i,NR,i.NR
S4,1,0.638652081,51.8172,a,NR,a.NR
S4,1,0.638652081,51.8172,a,NR,a.NR
S4,1,0.638652081,52.5489,i,R,i.R
S4,1,0.638652081,52.5489,i,R,i.R
S4,1,0.638652081,50.5864,u,R,u.R
S4,1,0.638652081,50.5864,u,R,u.R
S4,1,0.638652081,52.0498,a,R,a.R
S4,1,0.638652081,52.0498,a,R,a.R
S4,1,0.638652081,62.081,u,R,u.R
S4,1,0.638652081,62.081,u,R,u.R
S4,1,0.638652081,51.8157,o,R,o.R
S4,1,0.638652081,51.8157,o,R,o.R
S4,1,0.638652081,51.6663,e,R,e.R
S4,1,0.638652081,51.6663,e,R,e.R
S4,1,0.638652081,59.9521,e,R,e.R
S4,1,0.638652081,59.9521,e,R,e.R
S4,1,0.638652081,48.9846,e,NR,e.NR
S4,1,0.638652081,48.9846,e,NR,e.NR
S4,1,0.638652081,52.9265,a,R,a.R
S4,1,0.638652081,52.9265,a,R,a.R
S4,1,0.638652081,54.4128,o,NR,o.NR
S4,1,0.638652081,54.4128,o,NR,o.NR
S4,1,0.638652081,52.4341,u,NR,u.NR
S4,1,0.638652081,52.4341,u,NR,u.NR
S4,1,0.638652081,58.4791,e,NR,e.NR
S4,1,0.638652081,57.3978,u,NR,u.NR
S4,1,0.638652081,57.3978,u,NR,u.NR
S4,1,0.638652081,49.6501,a,NR,a.NR
S4,1,0.638652081,49.6501,a,NR,a.NR
S4,1,0.638652081,50.3442,i,NR,i.NR
S4,1,0.638652081,50.3442,i,NR,i.NR
S4,1,0.638652081,52.1028,a,NR,a.NR
S4,1,0.638652081,52.1028,a,NR,a.NR
S4,1,0.638652081,52.6461,i,R,i.R
S4,1,0.638652081,52.6461,i,R,i.R
S4,1,0.638652081,52.4495,u,R,u.R
S4,1,0.638652081,52.4495,u,R,u.R
S4,1,0.638652081,51.7068,a,R,a.R
S4,1,0.638652081,51.7068,a,R,a.R
S4,1,0.638652081,53.1798,u,R,u.R
S4,1,0.638652081,53.1798,u,R,u.R
S4,1,0.638652081,61.6209,o,R,o.R
S4,1,0.638652081,61.6209,o,R,o.R
S4,1,0.638652081,50.4421,e,R,e.R
S4,1,0.638652081,50.4421,e,R,e.R
S4,1,0.638652081,56.3283,e,R,e.R
S4,1,0.638652081,56.3283,e,R,e.R
S4,1,0.638652081,49.7325,e,NR,e.NR
S4,1,0.638652081,49.7325,e,NR,e.NR
S4,1,0.638652081,52.2596,a,R,a.R
S4,1,0.638652081,52.2596,a,R,a.R
S4,1,0.638652081,57.6738,o,NR,o.NR
S4,1,0.638652081,57.6738,o,NR,o.NR
S4,1,0.638652081,52.9435,u,NR,u.NR
S4,1,0.638652081,52.9435,u,NR,u.NR
S4,1,0.638652081,51.7458,e,NR,e.NR
S4,1,0.638652081,51.7458,e,NR,e.NR
S4,1,0.638652081,61.8955,u,NR,u.NR
S4,1,0.638652081,61.8955,u,NR,u.NR
S4,1,0.638652081,53.1422,a,NR,a.NR
S4,1,0.638652081,53.1422,a,NR,a.NR
S4,1,0.638652081,55.9608,i,NR,i.NR
S4,1,0.638652081,55.9608,i,NR,i.NR
S4,1,0.638652081,52.2743,a,NR,a.NR
S4,1,0.638652081,52.2743,a,NR,a.NR
S4,1,0.638652081,52.189,i,R,i.R
S4,1,0.638652081,52.189,i,R,i.R
S4,1,0.638652081,53.7849,u,R,u.R
S4,1,0.638652081,53.7849,u,R,u.R
S4,1,0.638652081,53.2342,a,R,a.R
S4,1,0.638652081,53.2342,a,R,a.R
S4,1,0.638652081,48.4413,e,R,e.R
S4,1,0.638652081,48.4413,e,R,e.R
S4,1,0.638652081,48.3722,e,NR,e.NR
S4,1,0.638652081,48.3722,e,NR,e.NR
S4,1,0.638652081,47.9459,a,R,a.R
S4,1,0.638652081,47.9459,a,R,a.R
S4,1,0.638652081,48.9802,o,NR,o.NR
S4,1,0.638652081,48.9802,o,NR,o.NR
S4,1,0.638652081,48.0107,u,NR,u.NR
S4,1,0.638652081,48.0107,u,NR,u.NR
S4,1,0.638652081,57.623,e,NR,e.NR
S4,1,0.638652081,57.623,e,NR,e.NR
S4,1,0.638652081,50.2301,u,NR,u.NR
S4,1,0.638652081,50.2301,u,NR,u.NR
S4,1,0.638652081,52.5887,a,NR,a.NR
S4,1,0.638652081,52.5887,a,NR,a.NR
S4,1,0.638652081,57.9565,i,NR,i.NR
S4,1,0.638652081,57.9565,i,NR,i.NR
S4,1,0.638652081,52.1485,a,NR,a.NR
S4,1,0.638652081,52.1485,a,NR,a.NR
S4,1,0.638652081,54.3105,i,R,i.R
S4,1,0.638652081,54.3105,i,R,i.R
S4,1,0.638652081,50.6806,u,R,u.R
S4,1,0.638652081,50.6806,u,R,u.R
S4,1,0.638652081,55.8328,a,R,a.R
S4,1,0.638652081,55.8328,a,R,a.R
S4,1,0.638652081,52.9243,e,R,e.R
S4,1,0.638652081,52.9243,e,R,e.R
S4,1,0.638652081,61.1763,e,NR,e.NR
S4,1,0.638652081,61.1763,e,NR,e.NR
S4,1,0.638652081,53.3322,a,R,a.R
S4,1,0.638652081,53.3322,a,R,a.R
S4,1,0.638652081,65.7881,o,NR,o.NR
S4,1,0.638652081,65.7881,o,NR,o.NR
S4,1,0.638652081,53.7193,u,NR,u.NR
S4,1,0.638652081,53.7193,u,NR,u.NR
S4,1,0.638652081,52.7668,e,NR,e.NR
S4,1,0.638652081,52.7668,e,NR,e.NR
S4,1,0.638652081,62.8554,u,NR,u.NR
S4,1,0.638652081,62.8554,u,NR,u.NR
S4,1,0.638652081,52.013,a,NR,a.NR
S4,1,0.638652081,52.013,a,NR,a.NR
S4,1,0.638652081,52.0969,i,NR,i.NR
S4,1,0.638652081,52.0969,i,NR,i.NR
S4,1,0.638652081,51.4617,a,NR,a.NR
S4,1,0.638652081,51.4617,a,NR,a.NR
S4,1,0.638652081,63.2338,i,R,i.R
S4,1,0.638652081,63.2338,i,R,i.R
S4,1,0.638652081,63.1712,u,R,u.R
S4,1,0.638652081,63.1712,u,R,u.R
S4,1,0.638652081,52.6814,a,R,a.R
S4,1,0.638652081,52.6814,a,R,a.R
S4,1,0.638652081,52.7035,e,R,e.R
S4,1,0.638652081,52.7035,e,R,e.R
S4,1,0.638652081,63.7564,e,NR,e.NR
S4,1,0.638652081,63.7564,e,NR,e.NR
S4,1,0.638652081,52.7028,a,R,a.R
S4,1,0.638652081,52.7028,a,R,a.R
S4,1,0.638652081,62.9143,o,NR,o.NR
S4,1,0.638652081,62.9143,o,NR,o.NR
S4,1,0.638652081,54.0388,u,NR,u.NR
S4,1,0.638652081,54.0388,u,NR,u.NR
S4,1,0.638652081,52.7425,e,NR,e.NR
S4,1,0.638652081,52.7425,e,NR,e.NR
S4,1,0.638652081,53.1216,u,NR,u.NR
S4,1,0.638652081,53.1216,u,NR,u.NR
S4,1,0.638652081,54.8243,a,NR,a.NR
S4,1,0.638652081,54.8243,a,NR,a.NR
S4,1,0.638652081,50.0108,i,NR,i.NR
S4,1,0.638652081,50.0108,i,NR,i.NR
S4,1,0.638652081,52.7896,a,NR,a.NR
S4,1,0.638652081,52.7896,a,NR,a.NR
S4,1,0.638652081,53.7834,i,R,i.R
S4,1,0.638652081,53.7834,i,R,i.R
S4,1,0.638652081,53.2585,u,R,u.R
S4,1,0.638652081,53.2585,u,R,u.R
S4,1,0.638652081,52.6019,a,R,a.R
S4,1,0.638652081,52.6019,a,R,a.R
S4,1,0.638652081,48.3376,e,R,e.R
S4,1,0.638652081,48.3376,e,R,e.R
S4,1,0.638652081,49.6604,e,NR,e.NR
S4,1,0.638652081,49.6604,e,NR,e.NR
S4,1,0.638652081,52.6365,a,R,a.R
S4,1,0.638652081,52.6365,a,R,a.R
S4,1,0.638652081,48.8646,o,NR,o.NR
S4,1,0.638652081,48.8646,o,NR,o.NR
S4,1,0.638652081,48.2279,u,NR,u.NR
S4,1,0.638652081,48.2279,u,NR,u.NR
S4,1,0.638652081,50.3619,e,NR,e.NR
S4,1,0.638652081,50.3619,e,NR,e.NR
S4,1,0.638652081,48.0173,u,NR,u.NR
S4,1,0.638652081,48.0173,u,NR,u.NR
S4,1,0.638652081,49.0023,a,NR,a.NR
S4,1,0.638652081,49.0023,a,NR,a.NR
S5,1,0.638652081,48.5496,i,NR,i.NR
S5,1,0.638652081,51.1503,a,NR,a.NR
S5,1,0.638652081,53.1533,i,R,i.R
S5,1,0.638652081,51.8356,u,R,u.R
S5,1,0.638652081,49.9931,a,R,a.R
S5,1,0.638652081,52.663,o,R,o.R
S5,1,0.638652081,67.9913,e,R,e.R
S5,1,0.638652081,65.4068,e,R,e.R
S5,1,0.638652081,67.2095,e,NR,e.NR
S5,1,0.638652081,50.4605,a,R,a.R
S5,1,0.638652081,49.1488,o,NR,o.NR
S5,1,0.638652081,69.7941,u,NR,u.NR
S5,1,0.638652081,56.0043,e,NR,e.NR
S5,1,0.638652081,68.846,u,NR,u.NR
S5,1,0.638652081,58.3901,a,NR,a.NR
S5,1,0.638652081,51.6818,i,NR,i.NR
S5,1,0.638652081,49.8289,a,NR,a.NR
S5,1,0.638652081,52.1728,i,R,i.R
S5,1,0.638652081,69.8213,u,R,u.R
S5,1,0.638652081,49.7355,a,R,a.R
S5,1,0.638652081,67.0969,u,R,u.R
S5,1,0.638652081,69.2839,o,R,o.R
S5,1,0.638652081,49.0766,e,R,e.R
S5,1,0.638652081,70.2299,e,R,e.R
S5,1,0.638652081,51.6185,e,NR,e.NR
S5,1,0.638652081,49.2872,a,R,a.R
S5,1,0.638652081,62.0744,o,NR,o.NR
S5,1,0.638652081,67.7859,u,NR,u.NR
S5,1,0.638652081,49.5146,e,NR,e.NR
S5,1,0.638652081,49.5934,u,NR,u.NR
S5,1,0.638652081,62.5963,a,NR,a.NR
S5,1,0.638652081,54.9641,i,NR,i.NR
S5,1,0.638652081,51.1621,a,NR,a.NR
S5,1,0.638652081,70.2718,i,R,i.R
S5,1,0.638652081,52.9921,u,R,u.R
S5,1,0.638652081,52.1345,a,R,a.R
S5,1,0.638652081,71.9134,u,R,u.R
S5,1,0.638652081,51.7119,o,R,o.R
S5,1,0.638652081,50.0299,e,R,e.R
S5,1,0.638652081,52.6476,e,R,e.R
S5,1,0.638652081,54.2413,e,NR,e.NR
S5,1,0.638652081,62.0817,a,R,a.R
S5,1,0.638652081,52.6115,o,NR,o.NR
S5,1,0.638652081,52.5062,u,NR,u.NR
S5,1,0.638652081,55.6716,e,NR,e.NR
S5,1,0.638652081,51.3763,u,NR,u.NR
S5,1,0.638652081,48.8926,a,NR,a.NR
S5,1,0.638652081,48.9471,i,NR,i.NR
S5,1,0.638652081,51.5147,a,NR,a.NR
S5,1,0.638652081,51.6759,i,R,i.R
S5,1,0.638652081,52.1094,u,R,u.R
S5,1,0.638652081,52.9192,a,R,a.R
S5,1,0.638652081,55.4463,u,R,u.R
S5,1,0.638652081,55.2542,o,R,o.R
S5,1,0.638652081,67.0351,e,R,e.R
S5,1,0.638652081,71.2796,e,R,e.R
S5,1,0.638652081,68.1437,e,NR,e.NR
S5,1,0.638652081,48.2389,a,R,a.R
S5,1,0.638652081,52.384,o,NR,o.NR
S5,1,0.638652081,51.815,u,NR,u.NR
S5,1,0.638652081,51.1908,e,NR,e.NR
S5,1,0.638652081,55.5523,u,NR,u.NR
S5,1,0.638652081,56.1073,a,NR,a.NR
S5,1,0.638652081,51.9578,i,NR,i.NR
S5,1,0.638652081,53.1982,a,NR,a.NR
S5,1,0.638652081,49.282,i,R,i.R
S5,1,0.638652081,50.1381,u,R,u.R
S5,1,0.638652081,49.003,a,R,a.R
S5,1,0.638652081,48.579,u,R,u.R
S5,1,0.638652081,52.3465,o,R,o.R
S5,1,0.638652081,56.1905,e,R,e.R
S5,1,0.638652081,53.938,e,R,e.R
S5,1,0.638652081,52.6387,e,NR,e.NR
S5,1,0.638652081,52.4915,a,R,a.R
S5,1,0.638652081,48.8926,o,NR,o.NR
S5,1,0.638652081,49.9246,u,NR,u.NR
S5,1,0.638652081,50.5658,e,NR,e.NR
S5,1,0.638652081,56.8148,u,NR,u.NR
S5,1,0.638652081,51.458,a,NR,a.NR
S5,1,0.638652081,47.5874,i,NR,i.NR
S5,1,0.638652081,48.3449,a,NR,a.NR
S5,1,0.638652081,49.2334,i,R,i.R
S5,1,0.638652081,47.9202,u,R,u.R
S5,1,0.638652081,53.4234,a,R,a.R
S5,1,0.638652081,50.0903,u,R,u.R
S5,1,0.638652081,49.6059,o,R,o.R
S5,1,0.638652081,50.3479,e,R,e.R
S5,1,0.638652081,52.4378,e,R,e.R
S5,1,0.638652081,49.0582,e,NR,e.NR
S5,1,0.638652081,53.327,a,R,a.R
S5,1,0.638652081,51.6015,o,NR,o.NR
S5,1,0.638652081,51.1694,u,NR,u.NR
S5,1,0.638652081,51.5706,e,NR,e.NR
S5,1,0.638652081,49.2511,u,NR,u.NR
S5,1,0.638652081,49.335,a,NR,a.NR
S6,1,0.636636305,40.9373,i,NR,i.NR
S6,1,0.636636305,40.8041,a,NR,a.NR
S6,1,0.636636305,44.8277,i,R,i.R
S6,1,0.636636305,44.3537,u,R,u.R
S6,1,0.636636305,51.0082,a,R,a.R
S6,1,0.636636305,45.8141,u,R,u.R
S6,1,0.636636305,42.8093,o,R,o.R
S6,1,0.636636305,49.2732,e,R,e.R
S6,1,0.636636305,40.7967,e,R,e.R
S6,1,0.636636305,44.6856,e,NR,e.NR
S6,1,0.636636305,40.7857,a,R,a.R
S6,1,0.636636305,40.7842,o,NR,o.NR
S6,1,0.636636305,49.469,u,NR,u.NR
S6,1,0.636636305,49.3998,e,NR,e.NR
S6,1,0.636636305,49.6317,u,NR,u.NR
S6,1,0.636636305,49.0074,a,NR,a.NR
S6,1,0.636636305,43.2274,i,NR,i.NR
S6,1,0.636636305,46.7777,a,NR,a.NR
S6,1,0.636636305,47.1914,i,R,i.R
S6,1,0.636636305,55.3123,u,R,u.R
S6,1,0.636636305,46.6334,a,R,a.R
S6,1,0.636636305,45.1553,u,R,u.R
S6,1,0.636636305,50.7167,o,R,o.R
S6,1,0.636636305,57.958,e,R,e.R
S6,1,0.636636305,41.8656,e,R,e.R
S6,1,0.636636305,44.3397,e,NR,e.NR
S6,1,0.636636305,49.3026,a,R,a.R
S6,1,0.636636305,47.2635,o,NR,o.NR
S6,1,0.636636305,49.1627,u,NR,u.NR
S6,1,0.636636305,42.5855,e,NR,e.NR
S6,1,0.636636305,49.3586,u,NR,u.NR
S6,1,0.636636305,49.3895,a,NR,a.NR
S6,1,0.636636305,48.2139,i,NR,i.NR
S6,1,0.636636305,40.8674,a,NR,a.NR
S6,1,0.636636305,44.4324,i,R,i.R
S6,1,0.636636305,46.0924,u,R,u.R
S6,1,0.636636305,48.7005,a,R,a.R
S6,1,0.636636305,51.4565,u,R,u.R
S6,1,0.636636305,45.1097,o,R,o.R
S6,1,0.636636305,47.1171,e,R,e.R
S6,1,0.636636305,46.9426,e,R,e.R
S6,1,0.636636305,41.9016,e,NR,e.NR
S6,1,0.636636305,47.2658,a,R,a.R
S6,1,0.636636305,47.3887,o,NR,o.NR
S6,1,0.636636305,48.4082,u,NR,u.NR
S6,1,0.636636305,44.7431,e,NR,e.NR
S6,1,0.636636305,48.0593,u,NR,u.NR
S6,1,0.636636305,44.3735,a,NR,a.NR
S6,1,0.636636305,41.0934,i,NR,i.NR
S6,1,0.636636305,43.2296,a,NR,a.NR
S6,1,0.636636305,56.3959,i,R,i.R
S6,1,0.636636305,49.0832,u,R,u.R
S6,1,0.636636305,45.0935,a,R,a.R
S6,1,0.636636305,42.1769,u,R,u.R
S6,1,0.636636305,46.5812,o,R,o.R
S6,1,0.636636305,51.0988,e,R,e.R
S6,1,0.636636305,41.9716,e,R,e.R
S6,1,0.636636305,47.3534,e,NR,e.NR
S6,1,0.636636305,47.7015,a,R,a.R
S6,1,0.636636305,47.1134,o,NR,o.NR
S6,1,0.636636305,42.5686,u,NR,u.NR
S6,1,0.636636305,41.7721,e,NR,e.NR
S6,1,0.636636305,40.7842,u,NR,u.NR
S6,1,0.636636305,49.1753,a,NR,a.NR
S6,1,0.636636305,42.4,i,NR,i.NR
S6,1,0.636636305,44.0401,a,NR,a.NR
S6,1,0.636636305,41.3274,i,R,i.R
S6,1,0.636636305,41.3348,u,R,u.R
S6,1,0.636636305,40.8239,a,R,a.R
S6,1,0.636636305,40.5884,u,R,u.R
S6,1,0.636636305,48.6526,o,R,o.R
S6,1,0.636636305,44.7931,e,R,e.R
S6,1,0.636636305,46.4752,e,R,e.R
S6,1,0.636636305,45.4041,e,NR,e.NR
S6,1,0.636636305,45.0544,a,R,a.R
S6,1,0.636636305,49.985,o,NR,o.NR
S6,1,0.636636305,47.3372,u,NR,u.NR
S6,1,0.636636305,44.6297,e,NR,e.NR
S6,1,0.636636305,44.6069,u,NR,u.NR
S6,1,0.636636305,43.5837,a,NR,a.NR
S6,1,0.636636305,40.9969,i,NR,i.NR
S6,1,0.636636305,44.2219,a,NR,a.NR
S6,1,0.636636305,47.2179,i,R,i.R
S6,1,0.636636305,44.1026,u,R,u.R
S6,1,0.636636305,43.0058,a,R,a.R
S6,1,0.636636305,40.8615,u,R,u.R
S6,1,0.636636305,47.335,o,R,o.R
S6,1,0.636636305,45.7309,e,R,e.R
S6,1,0.636636305,46.7512,e,R,e.R
S6,1,0.636636305,46.5193,e,NR,e.NR
S6,1,0.636636305,45.6757,a,R,a.R
S6,1,0.636636305,46.6614,o,NR,o.NR
S6,1,0.636636305,41.9311,u,NR,u.NR
S6,1,0.636636305,45.1457,e,NR,e.NR
S6,1,0.636636305,41.4342,u,NR,u.NR
S6,1,0.636636305,43.5211,a,NR,a.NR
S7,1,0.638652081,44.7703,i,NR,i.NR
S7,1,0.638652081,49.2886,a,NR,a.NR
S7,1,0.638652081,42.5744,i,R,i.R
S7,1,0.638652081,42.1607,u,R,u.R
S7,1,0.638652081,58.0507,a,R,a.R
