Subject,Point,Theta,R,V1,V2,V1:V2
S8,3,0.783992552,54.4737,e,R,e.R
S8,3,0.783992552,53.4573,e,NR,e.NR
S8,3,0.783992552,55.3942,a,R,a.R
S8,3,0.783992552,52.7683,o,NR,o.NR
S8,3,0.783992552,46.3821,u,NR,u.NR
S8,3,0.783992552,63.7021,e,NR,e.NR
S8,3,0.783992552,42.7181,u,NR,u.NR
S8,3,0.783992552,47.5718,a,NR,a.NR
S8,3,0.783992552,54.8193,i,NR,i.NR
S8,3,0.783992552,48.2669,a,NR,a.NR
S8,3,0.783992552,48.9656,i,R,i.R
S8,3,0.783992552,48.7912,u,R,u.R
S8,3,0.783992552,44.5754,a,R,a.R
S8,3,0.783992552,45.1219,u,R,u.R
S8,3,0.783992552,47.1212,o,R,o.R
S8,3,0.783992552,49.0336,e,R,e.R
S8,3,0.783992552,45.5548,e,R,e.R
S8,3,0.783992552,50.4158,e,NR,e.NR
S8,3,0.783992552,47.586,a,R,a.R
S8,3,0.783992552,47.2286,o,NR,o.NR
S8,3,0.783992552,49.2529,u,NR,u.NR
S8,3,0.783992552,47.9661,e,NR,e.NR
S8,3,0.783992552,48.6447,u,NR,u.NR
S8,3,0.783992552,47.2238,a,NR,a.NR
S8,3,0.783992552,57.6003,i,NR,i.NR
S8,3,0.783992552,48.4607,a,NR,a.NR
S8,3,0.783992552,46.5313,i,R,i.R
S8,3,0.783992552,57.3105,u,R,u.R
S8,3,0.783992552,44.8873,a,R,a.R
S8,3,0.783992552,46.1135,u,R,u.R
S8,3,0.783992552,45.0502,o,R,o.R
S8,3,0.783992552,43.5459,e,R,e.R
S8,3,0.783992552,50.6164,e,R,e.R
S8,3,0.783992552,46.7935,e,NR,e.NR
S8,3,0.783992552,44.3629,a,R,a.R
S8,3,0.783992552,52.2635,o,NR,o.NR
S8,3,0.783992552,48.4812,u,NR,u.NR
S8,3,0.783992552,48.1545,e,NR,e.NR
S8,3,0.783992552,51.1638,u,NR,u.NR
S8,3,0.783992552,45.2187,a,NR,a.NR
S8,3,0.783992552,59.8852,i,NR,i.NR
S8,3,0.783992552,47.0122,a,NR,a.NR
S8,3,0.783992552,47.5029,i,R,i.R
S8,3,0.783992552,45.9854,u,R,u.R
S8,3,0.783992552,54.5469,a,R,a.R
S8,3,0.783992552,51.3344,u,R,u.R
S8,3,0.783992552,44.4602,o,R,o.R
S8,3,0.783992552,43.2999,e,R,e.R
S8,3,0.783992552,46.0508,e,R,e.R
S8,3,0.783992552,44.807,e,NR,e.NR
S8,3,0.783992552,44.5689,a,R,a.R
S8,3,0.783992552,44.1526,o,NR,o.NR
S8,3,0.783992552,46.5811,u,NR,u.NR
S8,3,0.783992552,49.5909,e,NR,e.NR
S8,3,0.783992552,54.7762,u,NR,u.NR
S8,3,0.783992552,44.5193,a,NR,a.NR
S8,3,0.783992552,55.3879,i,NR,i.NR
S8,3,0.783992552,47.4383,a,NR,a.NR
S8,3,0.783992552,45.5609,i,R,i.R
S8,3,0.783992552,53.5739,u,R,u.R
S8,3,0.783992552,43.7947,a,R,a.R
S8,3,0.783992552,47.2723,u,R,u.R
S8,3,0.783992552,42.9422,o,R,o.R
S8,3,0.783992552,44.1958,e,R,e.R
S8,3,0.783992552,50.5739,e,R,e.R
S8,3,0.783992552,46.5074,e,NR,e.NR
S8,3,0.783992552,45.4825,a,R,a.R
S8,3,0.783992552,45.3095,o,NR,o.NR
S8,3,0.783992552,58.4724,u,NR,u.NR
S8,3,0.783992552,47.8197,e,NR,e.NR
S8,3,0.783992552,50.0575,u,NR,u.NR
S8,3,0.783992552,48.8007,a,NR,a.NR
S9,3,0.760487609,44.47,e,R,e.R
S9,3,0.760487609,41.871,a,NR,a.NR
S9,3,0.760487609,47.702,u,NR,u.NR
S9,3,0.760487609,44.821,a,R,a.R
S9,3,0.760487609,46.312,e,NR,e.NR
S9,3,0.760487609,43.056,u,R,u.R
S9,3,0.760487609,46.418,i,R,i.R
S9,3,0.760487609,53.054,i,NR,i.NR
S9,3,0.760487609,51.307,o,R,o.R
S9,3,0.760487609,44.627,u,R,u.R
S9,3,0.760487609,47.646,e,NR,e.NR
S9,3,0.760487609,46.035,u,NR,u.NR
S9,3,0.760487609,50.528,e,R,e.R
S9,3,0.760487609,43.177,a,NR,a.NR
S9,3,0.760487609,42.866,a,R,a.R
S9,3,0.760487609,42.414,o,NR,o.NR
S9,3,0.760487609,49.593,e,R,e.R
S9,3,0.760487609,43.539,a,NR,a.NR
S9,3,0.760487609,44.383,u,NR,u.NR
S9,3,0.760487609,43.68,a,R,a.R
S9,3,0.760487609,43.139,e,NR,e.NR
S9,3,0.760487609,46.499,u,R,u.R
S9,3,0.760487609,45.914,i,R,i.R
S9,3,0.760487609,41.185,i,NR,i.NR
S9,3,0.760487609,42.98,o,R,o.R
S9,3,0.760487609,49.134,u,R,u.R
S9,3,0.760487609,47.056,e,NR,e.NR
S9,3,0.760487609,43.384,u,NR,u.NR
S9,3,0.760487609,45.124,e,R,e.R
S9,3,0.760487609,44.387,a,NR,a.NR
S9,3,0.760487609,45.802,a,R,a.R
S9,3,0.760487609,44.935,o,NR,o.NR
S9,3,0.760487609,40.089,e,R,e.R
S9,3,0.760487609,43.24,a,NR,a.NR
S9,3,0.760487609,41.523,u,NR,u.NR
S9,3,0.760487609,43.656,a,R,a.R
S9,3,0.760487609,44.47,e,NR,e.NR
S9,3,0.760487609,41.199,u,R,u.R
S9,3,0.760487609,42.176,i,R,i.R
S9,3,0.760487609,50.809,i,NR,i.NR
S9,3,0.760487609,44.276,o,R,o.R
S9,3,0.760487609,43.806,u,R,u.R
S9,3,0.760487609,44.517,e,NR,e.NR
S9,3,0.760487609,49.574,u,NR,u.NR
S9,3,0.760487609,43.835,e,R,e.R
S9,3,0.760487609,43.414,a,NR,a.NR
S9,3,0.760487609,45.944,a,R,a.R
S9,3,0.760487609,44.661,o,NR,o.NR
S9,3,0.760487609,51.742,e,R,e.R
S9,3,0.760487609,39.127,a,NR,a.NR
S9,3,0.760487609,41.081,u,NR,u.NR
S9,3,0.760487609,42.785,a,R,a.R
S9,3,0.760487609,43.916,e,NR,e.NR
S9,3,0.760487609,42.423,u,R,u.R
S9,3,0.760487609,48.541,i,R,i.R
S9,3,0.760487609,50.196,i,NR,i.NR
S9,3,0.760487609,45.532,o,R,o.R
S9,3,0.760487609,46.976,u,R,u.R
S9,3,0.760487609,43.128,e,NR,e.NR
S9,3,0.760487609,42.705,u,NR,u.NR
S9,3,0.760487609,44.78,e,R,e.R
S9,3,0.760487609,43.977,a,NR,a.NR
S9,3,0.760487609,42.303,o,NR,o.NR
S9,3,0.760487609,40.975,a,R,a.R
S9,3,0.760487609,42.766,e,R,e.R
S9,3,0.760487609,41.386,a,NR,a.NR
S9,3,0.760487609,43.284,u,NR,u.NR
S9,3,0.760487609,44.754,a,R,a.R
S9,3,0.760487609,47.916,e,NR,e.NR
S9,3,0.760487609,43.411,u,R,u.R
S9,3,0.760487609,46.604,i,R,i.R
S9,3,0.760487609,42.689,i,NR,i.NR
S9,3,0.760487609,43.79,o,R,o.R
S9,3,0.760487609,43.868,u,R,u.R
S9,3,0.760487609,46.47,e,NR,e.NR
S9,3,0.760487609,48.082,u,NR,u.NR
S9,3,0.760487609,45.458,e,R,e.R
S9,3,0.760487609,42.243,a,NR,a.NR
S9,3,0.760487609,39.445,a,R,a.R
S9,3,0.760487609,39.062,o,NR,o.NR
S9,3,0.760487609,41.487,e,R,e.R
S9,3,0.760487609,41.446,a,NR,a.NR
S9,3,0.760487609,43.433,u,NR,u.NR
S9,3,0.760487609,46.187,a,R,a.R
S9,3,0.760487609,45.12,e,NR,e.NR
S9,3,0.760487609,43.378,u,R,u.R
S9,3,0.760487609,41.984,i,R,i.R
S9,3,0.760487609,49.826,i,NR,i.NR
S9,3,0.760487609,42.082,o,R,o.R
S9,3,0.760487609,43.646,u,R,u.R
S9,3,0.760487609,43.197,e,NR,e.NR
S9,3,0.760487609,45.736,u,NR,u.NR
S9,3,0.760487609,44.79,e,R,e.R
S9,3,0.760487609,44.024,a,NR,a.NR
S9,3,0.760487609,44.423,a,R,a.R
S9,3,0.760487609,43.098,o,NR,o.NR
S10,3,0.760487609,58.0166,i,NR,i.NR
S10,3,0.760487609,58.0166,i,NR,i.NR
S10,3,0.760487609,58.1769,a,NR,a.NR
S10,3,0.760487609,58.1769,a,NR,a.NR
S10,3,0.760487609,58.2301,i,R,i.R
S10,3,0.760487609,58.2301,i,R,i.R
S10,3,0.760487609,57.8211,u,R,u.R
S10,3,0.760487609,58.8057,a,R,a.R
S10,3,0.760487609,58.8057,a,R,a.R
S10,3,0.760487609,58.0243,u,R,u.R
S10,3,0.760487609,58.0243,u,R,u.R
S10,3,0.760487609,60.09,o,R,o.R
S10,3,0.760487609,60.09,o,R,o.R
S10,3,0.760487609,57.8283,e,R,e.R
S10,3,0.760487609,57.8283,e,R,e.R
S10,3,0.760487609,57.8223,e,R,e.R
S10,3,0.760487609,57.8223,e,R,e.R
S10,3,0.760487609,59.7621,e,NR,e.NR
S10,3,0.760487609,59.7621,e,NR,e.NR
S10,3,0.760487609,64.0857,a,R,a.R
S10,3,0.760487609,64.0857,a,R,a.R
S10,3,0.760487609,57.821,o,NR,o.NR
S10,3,0.760487609,57.821,o,NR,o.NR
S10,3,0.760487609,62.1421,u,NR,u.NR
S10,3,0.760487609,62.1421,u,NR,u.NR
S10,3,0.760487609,65.9408,e,NR,e.NR
S10,3,0.760487609,65.9408,e,NR,e.NR
S10,3,0.760487609,58.0836,u,NR,u.NR
S10,3,0.760487609,58.0836,u,NR,u.NR
S10,3,0.760487609,62.4459,a,NR,a.NR
S10,3,0.760487609,62.4459,a,NR,a.NR
S10,3,0.760487609,58.0355,i,NR,i.NR
S10,3,0.760487609,58.0355,i,NR,i.NR
S10,3,0.760487609,58.0759,a,NR,a.NR
S10,3,0.760487609,58.0759,a,NR,a.NR
S10,3,0.760487609,61.3905,i,R,i.R
S10,3,0.760487609,61.3905,i,R,i.R
S10,3,0.760487609,59.9446,u,R,u.R
S10,3,0.760487609,59.9446,u,R,u.R
S10,3,0.760487609,63.5077,a,R,a.R
S10,3,0.760487609,63.5077,a,R,a.R
S10,3,0.760487609,61.5642,u,R,u.R
S10,3,0.760487609,61.5642,u,R,u.R
S10,3,0.760487609,62.5261,o,R,o.R
S10,3,0.760487609,62.5261,o,R,o.R
S10,3,0.760487609,60.0206,e,R,e.R
S10,3,0.760487609,60.0206,e,R,e.R
S10,3,0.760487609,61.6959,e,R,e.R
S10,3,0.760487609,61.6959,e,R,e.R
S10,3,0.760487609,64.228,e,NR,e.NR
S10,3,0.760487609,64.228,e,NR,e.NR
S10,3,0.760487609,64.7696,a,R,a.R
S10,3,0.760487609,64.7696,a,R,a.R
S10,3,0.760487609,61.2077,o,NR,o.NR
S10,3,0.760487609,61.2077,o,NR,o.NR
S10,3,0.760487609,63.2383,u,NR,u.NR
S10,3,0.760487609,63.2383,u,NR,u.NR
S10,3,0.760487609,64.0208,e,NR,e.NR
S10,3,0.760487609,64.0208,e,NR,e.NR
S10,3,0.760487609,60.9041,u,NR,u.NR
S10,3,0.760487609,60.9041,u,NR,u.NR
S10,3,0.760487609,57.8221,a,NR,a.NR
S10,3,0.760487609,57.8221,a,NR,a.NR
S10,3,0.760487609,64.2475,i,NR,i.NR
S10,3,0.760487609,64.2475,i,NR,i.NR
S10,3,0.760487609,57.8348,a,NR,a.NR
S10,3,0.760487609,57.8348,a,NR,a.NR
S10,3,0.760487609,58.3245,i,R,i.R
S10,3,0.760487609,58.3245,i,R,i.R
S10,3,0.760487609,59.475,u,R,u.R
S10,3,0.760487609,59.475,u,R,u.R
S10,3,0.760487609,69.1872,a,R,a.R
S10,3,0.760487609,69.1872,a,R,a.R
S10,3,0.760487609,63.4323,u,R,u.R
S10,3,0.760487609,63.4323,u,R,u.R
S10,3,0.760487609,61.8716,o,R,o.R
S10,3,0.760487609,61.8716,o,R,o.R
S10,3,0.760487609,58.9483,e,R,e.R
S10,3,0.760487609,58.9483,e,R,e.R
S10,3,0.760487609,66.9374,e,R,e.R
S10,3,0.760487609,66.9374,e,R,e.R
S10,3,0.760487609,60.4116,e,NR,e.NR
S10,3,0.760487609,60.4116,e,NR,e.NR
S10,3,0.760487609,61.9096,a,R,a.R
S10,3,0.760487609,61.9096,a,R,a.R
S10,3,0.760487609,58.1673,o,NR,o.NR
S10,3,0.760487609,58.1673,o,NR,o.NR
S10,3,0.760487609,61.9897,u,NR,u.NR
S10,3,0.760487609,61.9897,u,NR,u.NR
S10,3,0.760487609,64.0861,e,NR,e.NR
S10,3,0.760487609,64.0861,e,NR,e.NR
S10,3,0.760487609,70.5967,u,NR,u.NR
S10,3,0.760487609,70.5967,u,NR,u.NR
S10,3,0.760487609,64.1025,a,NR,a.NR
S10,3,0.760487609,64.1025,a,NR,a.NR
S10,3,0.760487609,60.4366,i,NR,i.NR
S10,3,0.760487609,60.4366,i,NR,i.NR
S10,3,0.760487609,57.838,a,NR,a.NR
S10,3,0.760487609,57.838,a,NR,a.NR
S10,3,0.760487609,64.9766,i,R,i.R
S10,3,0.760487609,64.9766,i,R,i.R
S10,3,0.760487609,61.0877,u,R,u.R
S10,3,0.760487609,61.0877,u,R,u.R
S10,3,0.760487609,61.8798,a,R,a.R
S10,3,0.760487609,61.8798,a,R,a.R
S10,3,0.760487609,61.8197,u,R,u.R
S10,3,0.760487609,61.8197,u,R,u.R
S10,3,0.760487609,60.3738,o,R,o.R
S10,3,0.760487609,60.3738,o,R,o.R
S10,3,0.760487609,57.8649,e,R,e.R
S10,3,0.760487609,57.8649,e,R,e.R
S10,3,0.760487609,61.5989,e,R,e.R
S10,3,0.760487609,61.5989,e,R,e.R
S10,3,0.760487609,67.2866,e,NR,e.NR
S10,3,0.760487609,67.2866,e,NR,e.NR
S10,3,0.760487609,66.5245,a,R,a.R
S10,3,0.760487609,66.5245,a,R,a.R
S10,3,0.760487609,58.6871,o,NR,o.NR
S10,3,0.760487609,58.6871,o,NR,o.NR
S10,3,0.760487609,58.8916,u,NR,u.NR
S10,3,0.760487609,58.8916,u,NR,u.NR
S10,3,0.760487609,64.7114,e,NR,e.NR
S10,3,0.760487609,64.7114,e,NR,e.NR
S10,3,0.760487609,60.2464,u,NR,u.NR
S10,3,0.760487609,60.2464,u,NR,u.NR
S10,3,0.760487609,58.8797,a,NR,a.NR
S10,3,0.760487609,58.8797,a,NR,a.NR
S10,3,0.760487609,58.556,i,NR,i.NR
S10,3,0.760487609,58.556,i,NR,i.NR
S10,3,0.760487609,57.909,a,NR,a.NR
S10,3,0.760487609,57.909,a,NR,a.NR
S10,3,0.760487609,58.499,i,R,i.R
S10,3,0.760487609,58.499,i,R,i.R
S10,3,0.760487609,60.366,u,R,u.R
S10,3,0.760487609,60.366,u,R,u.R
S10,3,0.760487609,67.6428,a,R,a.R
S10,3,0.760487609,67.6428,a,R,a.R
S10,3,0.760487609,57.8299,u,R,u.R
S10,3,0.760487609,57.8299,u,R,u.R
S10,3,0.760487609,57.8214,o,R,o.R
S10,3,0.760487609,57.8214,o,R,o.R
S10,3,0.760487609,57.8292,e,R,e.R
S10,3,0.760487609,57.8292,e,R,e.R
S10,3,0.760487609,57.8495,e,R,e.R
S10,3,0.760487609,57.8495,e,R,e.R
S10,3,0.760487609,62.3989,e,NR,e.NR
S10,3,0.760487609,62.3989,e,NR,e.NR
S10,3,0.760487609,57.9095,a,R,a.R
S10,3,0.760487609,57.9095,a,R,a.R
S10,3,0.760487609,57.8593,o,NR,o.NR
S10,3,0.760487609,57.8593,o,NR,o.NR
S10,3,0.760487609,57.8218,u,NR,u.NR
S10,3,0.760487609,57.8218,u,NR,u.NR
S10,3,0.760487609,63.5409,e,NR,e.NR
S10,3,0.760487609,63.5409,e,NR,e.NR
S10,3,0.760487609,58.221,u,NR,u.NR
S10,3,0.760487609,58.221,u,NR,u.NR
S10,3,0.760487609,59.5779,a,NR,a.NR
S10,3,0.760487609,59.5779,a,NR,a.NR
S10,3,0.760487609,61.4851,i,NR,i.NR
S10,3,0.760487609,61.4851,i,NR,i.NR
S10,3,0.760487609,57.83,a,NR,a.NR
S10,3,0.760487609,57.83,a,NR,a.NR
S10,3,0.760487609,58.2026,i,R,i.R
S10,3,0.760487609,58.2026,i,R,i.R
S10,3,0.760487609,60.8326,u,R,u.R
S10,3,0.760487609,60.8326,u,R,u.R
S10,3,0.760487609,63.9458,a,R,a.R
S10,3,0.760487609,63.9458,a,R,a.R
S10,3,0.760487609,58.8326,u,R,u.R
S10,3,0.760487609,58.8326,u,R,u.R
S10,3,0.760487609,58.2793,o,R,o.R
S10,3,0.760487609,58.2793,o,R,o.R
S10,3,0.760487609,57.8317,e,R,e.R
S10,3,0.760487609,57.8317,e,R,e.R
S10,3,0.760487609,57.822,e,R,e.R
S10,3,0.760487609,57.822,e,R,e.R
S10,3,0.760487609,65.7527,e,NR,e.NR
S10,3,0.760487609,65.7527,e,NR,e.NR
S10,3,0.760487609,60.6599,a,R,a.R
S10,3,0.760487609,60.6599,a,R,a.R
S10,3,0.760487609,57.9438,o,NR,o.NR
S10,3,0.760487609,57.9438,o,NR,o.NR
S10,3,0.760487609,58.8379,u,NR,u.NR
S10,3,0.760487609,58.8379,u,NR,u.NR
S10,3,0.760487609,60.6483,e,NR,e.NR
S10,3,0.760487609,60.6483,e,NR,e.NR
S10,3,0.760487609,58.1303,u,NR,u.NR
S10,3,0.760487609,58.1303,u,NR,u.NR
S10,3,0.760487609,57.822,a,NR,a.NR
S10,3,0.760487609,57.822,a,NR,a.NR
S1,4,0.818934303,67.0518,i,NR,i.NR
S1,4,0.818934303,60.3131,a,NR,a.NR
S1,4,0.818934303,57.8315,i,R,i.R
S1,4,0.818934303,61.7074,u,R,u.R
S1,4,0.818934303,63.7955,a,R,a.R
S1,4,0.818934303,57.2101,u,R,u.R
S1,4,0.818934303,60.8756,o,R,o.R
S1,4,0.818934303,60.0805,e,R,e.R
S1,4,0.818934303,64.9129,e,R,e.R
S1,4,0.818934303,51.8186,e,NR,e.NR
S1,4,0.818934303,65.6574,a,R,a.R
S1,4,0.818934303,68.9994,o,NR,o.NR
S1,4,0.818934303,61.2292,u,NR,u.NR
S1,4,0.818934303,67.6712,e,NR,e.NR
S1,4,0.818934303,61.7093,u,NR,u.NR
S1,4,0.818934303,62.2455,a,NR,a.NR
S1,4,0.818934303,60.7353,i,NR,i.NR
S1,4,0.818934303,67.6251,a,NR,a.NR
S1,4,0.818934303,69.5831,i,R,i.R
S1,4,0.818934303,65.6972,u,R,u.R
S1,4,0.818934303,63.796,a,R,a.R
S1,4,0.818934303,62.4022,u,R,u.R
S1,4,0.818934303,70.7393,o,R,o.R
S1,4,0.818934303,65.4883,e,R,e.R
S1,4,0.818934303,60.0849,e,R,e.R
S1,4,0.818934303,61.7097,e,NR,e.NR
S1,4,0.818934303,60.687,a,R,a.R
S1,4,0.818934303,58.8211,o,NR,o.NR
S1,4,0.818934303,65.69,u,NR,u.NR
S1,4,0.818934303,66.1584,e,NR,e.NR
S1,4,0.818934303,62.7425,u,NR,u.NR
S1,4,0.818934303,59.5664,a,NR,a.NR
S1,4,0.818934303,63.8554,i,NR,i.NR
S1,4,0.818934303,62.3488,a,NR,a.NR
S1,4,0.818934303,60.9198,i,R,i.R
S1,4,0.818934303,57.1135,u,R,u.R
S1,4,0.818934303,56.1681,a,R,a.R
S1,4,0.818934303,57.759,u,R,u.R
S1,4,0.818934303,69.2863,o,R,o.R
S1,4,0.818934303,67.7073,e,R,e.R
S1,4,0.818934303,61.1019,e,R,e.R
S1,4,0.818934303,63.8095,e,NR,e.NR
S1,4,0.818934303,61.5529,a,R,a.R
S1,4,0.818934303,61.1469,o,NR,o.NR
S1,4,0.818934303,58.671,u,NR,u.NR
S1,4,0.818934303,66.2415,e,NR,e.NR
S1,4,0.818934303,60.7888,u,NR,u.NR
S1,4,0.818934303,68.5434,a,NR,a.NR
S1,4,0.818934303,61.6778,i,NR,i.NR
S1,4,0.818934303,63.9596,a,NR,a.NR
S1,4,0.818934303,68.7613,i,R,i.R
S1,4,0.818934303,62.1736,u,R,u.R
S1,4,0.818934303,69.1375,a,R,a.R
S1,4,0.818934303,69.0333,u,R,u.R
S1,4,0.818934303,58.5032,o,R,o.R
S1,4,0.818934303,63.0935,e,R,e.R
S1,4,0.818934303,59.4569,e,R,e.R
S1,4,0.818934303,60.6135,e,NR,e.NR
S1,4,0.818934303,70.511,a,R,a.R
S1,4,0.818934303,65.7711,o,NR,o.NR
S1,4,0.818934303,65.4542,u,NR,u.NR
S1,4,0.818934303,65.1955,e,NR,e.NR
S1,4,0.818934303,60.2093,u,NR,u.NR
S1,4,0.818934303,59.9577,a,NR,a.NR
S1,4,0.818934303,58.6677,i,NR,i.NR
S1,4,0.818934303,61.1535,a,NR,a.NR
S1,4,0.818934303,59.3337,i,R,i.R
S1,4,0.818934303,60.8643,u,R,u.R
S1,4,0.818934303,57.068,a,R,a.R
S1,4,0.818934303,69.122,u,R,u.R
S1,4,0.818934303,64.9442,o,R,o.R
S1,4,0.818934303,58.1559,e,R,e.R
S1,4,0.818934303,58.557,e,R,e.R
S1,4,0.818934303,66.1668,e,NR,e.NR
S1,4,0.818934303,65.9694,a,R,a.R
S1,4,0.818934303,59.7888,o,NR,o.NR
S1,4,0.818934303,61.9992,u,NR,u.NR
S1,4,0.818934303,63.6557,e,NR,e.NR
S1,4,0.818934303,68.1204,u,NR,u.NR
S1,4,0.818934303,60.2134,a,NR,a.NR
S1,4,0.818934303,60.6396,i,NR,i.NR
S1,4,0.818934303,59.7167,a,NR,a.NR
S1,4,0.818934303,64.8919,i,R,i.R
S1,4,0.818934303,59.5893,u,R,u.R
S1,4,0.818934303,66.304,a,R,a.R
S1,4,0.818934303,58.5955,u,R,u.R
S1,4,0.818934303,69.0042,o,R,o.R
S1,4,0.818934303,68.5113,e,R,e.R
S1,4,0.818934303,58.1058,e,R,e.R
S1,4,0.818934303,63.2501,e,NR,e.NR
S1,4,0.818934303,58.7717,a,R,a.R
S1,4,0.818934303,65.2723,o,NR,o.NR
S1,4,0.818934303,65.6403,u,NR,u.NR
S1,4,0.818934303,61.1639,e,NR,e.NR
S1,4,0.818934303,60.3552,u,NR,u.NR
S1,4,0.818934303,59.872,a,NR,a.NR
S2,4,0.815643445,68.0485,e,R,e.R
S2,4,0.815643445,67.6848,a,NR,a.NR
S2,4,0.815643445,63.8608,u,NR,u.NR
S2,4,0.815643445,72.9423,a,R,a.R
S2,4,0.815643445,70.3218,e,NR,e.NR
S2,4,0.815643445,88.9568,u,R,u.R
S2,4,0.815643445,74.0495,i,R,i.R
S2,4,0.815643445,69.1178,i,NR,i.NR
S3,4,0.815643445,37.721,i,R,i.R
S3,4,0.815643445,37.932,u,R,u.R
S3,4,0.815643445,42.876,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,34.843,o,R,o.R
S3,4,0.815643445,36.415,e,R,e.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,41,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,36.474,i,NR,i.NR
S3,4,0.815643445,36.12,a,NR,a.NR
S3,4,0.815643445,36.474,i,R,i.R
S3,4,0.815643445,35.159,u,R,u.R
S3,4,0.815643445,40.375,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,40.213,o,R,o.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,42.398,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,32.126,i,NR,i.NR
S3,4,0.815643445,36.12,a,NR,a.NR
S3,4,0.815643445,36.474,i,R,i.R
S3,4,0.815643445,37.932,u,R,u.R
S3,4,0.815643445,40.375,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,40.213,o,R,o.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,42.237,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,31.863,i,NR,i.NR
S3,4,0.815643445,36.12,a,NR,a.NR
S3,4,0.815643445,36.474,i,R,i.R
S3,4,0.815643445,37.932,u,R,u.R
S3,4,0.815643445,40.375,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,35.159,o,R,o.R
S3,4,0.815643445,40.215,e,R,e.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,41.984,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,33.9,i,NR,i.NR
S3,4,0.815643445,36.12,a,NR,a.NR
S3,4,0.815643445,43.177,i,R,i.R
S3,4,0.815643445,37.932,u,R,u.R
S3,4,0.815643445,40.375,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,35.159,o,R,o.R
S3,4,0.815643445,41.017,e,R,e.R
S3,4,0.815643445,38.197,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,41.774,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,35.159,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,36.474,i,NR,i.NR
S3,4,0.815643445,36.12,a,NR,a.NR
S3,4,0.815643445,36.474,i,R,i.R
S3,4,0.815643445,37.932,u,R,u.R
S3,4,0.815643445,40.375,a,R,a.R
S3,4,0.815643445,40.375,u,R,u.R
S3,4,0.815643445,40.213,o,R,o.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,R,e.R
S3,4,0.815643445,36.474,e,NR,e.NR
S3,4,0.815643445,41.441,a,R,a.R
S3,4,0.815643445,35.159,o,NR,o.NR
S3,4,0.815643445,36.474,u,NR,u.NR
S3,4,0.815643445,36.541,e,NR,e.NR
S3,4,0.815643445,36.491,u,NR,u.NR
S3,4,0.815643445,36.474,a,NR,a.NR
S3,4,0.815643445,37.583,i,NR,i.NR
S3,4,0.815643445,39.095,a,NR,a.NR
S4,4,0.815643445,63.0607,i,NR,i.NR
S4,4,0.815643445,63.0607,i,NR,i.NR
S4,4,0.815643445,58.5595,a,NR,a.NR
S4,4,0.815643445,58.5595,a,NR,a.NR
S4,4,0.815643445,61.9196,i,R,i.R
S4,4,0.815643445,61.9196,i,R,i.R
S4,4,0.815643445,61.6173,u,R,u.R
S4,4,0.815643445,61.6173,u,R,u.R
S4,4,0.815643445,66.4953,a,R,a.R
